edad,ingreso_anual,saldo_cuenta,meses_empleado,ratio_deuda,historial_pagos,productos_banco,tiene_tarjeta,default
23,76185.66,-2538.97,43.0,0.2763,1,1,1,0
49,73340.06,9419.08,65.0,0.2464,1,7,1,0
63,45193.46,838.36,264.0,0.0444,2,1,1,0
35,8000.0,-5000.0,136.0,0.1944,1,3,0,0
52,17355.69,1439.29,278.0,0.121,1,6,0,0
19,64083.35,4531.92,395.0,0.2223,1,1,0,0
37,8000.0,-3548.05,139.0,0.368,1,7,1,0
42,36832.69,2054.56,13.0,0.1722,2,2,1,0
74,53462.02,2428.14,172.0,0.1001,1,5,1,0
30,81739.27,2552.74,289.0,0.2889,0,7,1,0
33,30624.51,12877.13,349.0,0.2532,2,3,1,0
41,28912.81,-5000.0,32.0,0.2172,2,2,0,0
74,43688.86,19270.42,421.0,0.4929,0,6,1,1
66,53772.82,2737.32,284.0,0.1652,0,2,1,0
19,41143.83,7641.69,231.0,0.3423,1,4,0,0
31,71231.71,4022.69,121.0,0.2873,2,5,0,0
64,25021.4,-5000.0,460.0,0.3271,1,3,1,0
21,48004.02,-5000.0,,0.5868,2,1,1,0
66,56130.32,-1194.21,215.0,0.3602,2,4,1,0
34,34994.18,10949.76,223.0,0.2114,2,7,1,0
70,65992.75,-5000.0,262.0,0.2397,2,6,1,0
34,,-3845.9,110.0,0.2599,2,3,0,0
42,64721.14,4318.81,452.0,0.1333,1,7,1,0
55,49852.6,6782.85,181.0,0.3986,1,7,1,0
25,54410.11,6541.77,341.0,0.3584,2,2,0,0
49,29190.21,-4872.04,303.0,0.2125,1,4,1,0
46,29230.71,-5000.0,97.0,0.1678,2,2,1,0
62,,7312.48,449.0,0.2851,0,4,0,0
74,60887.76,14464.99,220.0,0.1767,1,1,0,0
55,19425.87,237.59,296.0,0.3488,2,4,1,0
41,49521.59,-5000.0,,0.1212,2,7,0,0
41,8000.0,-439.04,243.0,0.3977,1,4,1,0
41,30651.5,6152.5,306.0,0.1804,2,3,1,0
64,69025.69,1134.85,267.0,0.5128,2,1,1,0
36,41871.36,14257.55,355.0,0.1985,1,1,1,0
27,47947.82,10399.77,226.0,0.2829,0,6,1,0
37,8000.0,4474.7,389.0,0.1016,0,6,1,0
19,35193.66,-5000.0,270.0,0.2164,1,5,1,0
24,53456.81,-2538.11,479.0,0.2788,2,6,1,0
23,56632.25,-1384.18,273.0,0.3286,0,2,1,0
61,69058.89,-2972.93,283.0,0.511,1,4,1,0
59,39743.56,4526.57,236.0,0.0758,0,4,0,0
57,40858.6,4691.54,190.0,0.4793,2,4,0,0
44,11697.06,-5000.0,378.0,0.3189,0,6,1,0
58,39886.96,9436.78,304.0,0.0798,2,4,1,0
27,13460.62,3128.99,187.0,0.544,2,7,0,0
69,8000.0,5861.13,387.0,0.306,1,7,0,0
46,17870.52,8958.61,52.0,0.2314,1,3,1,0
71,,-3135.76,29.0,0.5113,2,6,1,0
26,38235.97,13071.25,308.0,0.0451,0,5,1,0
46,50496.93,1865.65,219.0,0.4231,2,6,0,0
57,32162.59,15100.38,382.0,0.0805,2,5,0,0
46,8000.0,,318.0,0.2763,1,7,0,0
43,68402.83,14505.97,374.0,0.3059,2,1,1,0
27,8000.0,-4231.87,127.0,0.1919,0,3,1,1
39,31130.18,23390.25,121.0,0.1054,2,2,1,0
31,43634.63,-4614.67,120.0,0.1775,1,4,1,0
35,50762.24,11452.69,,0.3352,2,7,1,0
56,26838.26,100.85,,0.4345,2,2,1,0
53,8000.0,8720.18,479.0,0.1145,0,4,1,0
52,24972.67,2675.8,104.0,0.1159,2,7,1,0
38,26281.05,-5000.0,50.0,0.2611,1,2,0,0
72,25672.66,-5000.0,459.0,0.1306,0,7,1,0
22,69251.46,23060.67,250.0,0.1194,2,5,1,0
37,14659.93,3584.19,176.0,0.0685,1,6,1,0
24,52524.48,-5000.0,146.0,0.3928,2,2,1,0
37,48957.43,5420.87,424.0,0.505,2,4,1,0
72,69011.38,8516.69,379.0,0.2075,0,6,0,0
38,41671.7,-2720.65,83.0,0.468,2,1,1,0
69,64778.27,-2666.84,155.0,0.1726,2,7,1,0
46,40694.5,2841.27,417.0,0.3853,0,2,1,0
57,55859.81,12620.75,352.0,0.2884,2,5,1,0
44,8000.0,3799.68,391.0,0.2097,1,7,1,0
33,8000.0,14705.8,77.0,0.1329,0,5,1,0
61,54438.67,12049.75,278.0,0.2243,2,6,1,0
73,55779.58,1169.72,32.0,0.0973,1,3,1,0
33,56887.56,-5000.0,216.0,0.0737,1,1,1,0
62,31876.69,1186.63,49.0,0.2187,2,4,1,0
32,82243.06,7211.86,128.0,0.3545,1,6,1,0
58,33503.05,3479.15,124.0,0.2954,2,6,0,0
62,55521.98,8075.4,90.0,0.2051,2,1,1,0
43,59865.91,9907.36,407.0,0.3571,2,4,0,0
60,87968.5,7246.87,178.0,0.5011,2,4,0,0
33,37074.26,797.37,72.0,0.2901,2,1,1,0
22,28670.18,7159.07,474.0,0.1965,2,5,1,0
23,8000.0,20883.87,16.0,0.3449,1,4,0,0
43,83809.18,-5000.0,71.0,0.1296,2,1,1,0
69,55535.27,6898.3,409.0,0.5222,2,1,1,0
25,56326.53,17656.03,216.0,0.1181,2,6,0,0
43,122917.61,-5000.0,179.0,0.1009,2,3,0,0
58,53126.12,11008.8,146.0,0.2561,2,2,0,0
29,12441.96,12077.74,282.0,0.2547,2,7,1,0
59,40102.41,-5000.0,172.0,0.256,2,3,1,0
35,20630.44,8698.89,40.0,0.2936,1,4,0,0
64,35103.29,829.47,462.0,0.3568,2,6,0,0
51,34935.26,2516.43,435.0,0.1751,0,7,1,0
49,30324.39,400.36,84.0,0.1945,1,1,1,0
28,10167.94,13501.51,242.0,0.1378,2,4,1,0
44,84812.54,2103.03,217.0,0.1323,2,5,1,0
66,52471.2,-706.51,42.0,0.3076,2,3,0,0
19,39363.2,-571.0,191.0,0.4754,0,6,1,1
61,63940.95,272.08,304.0,0.5279,2,4,1,0
46,56776.68,-5000.0,49.0,0.4962,2,4,0,1
59,,-777.07,175.0,0.0898,0,5,0,0
55,62124.95,3941.36,120.0,0.2259,1,5,0,0
42,48348.37,6235.05,169.0,0.1325,0,5,0,0
35,61755.54,12632.31,302.0,0.1232,2,2,1,0
53,63827.81,4927.83,195.0,0.2051,2,2,1,0
25,49067.97,-795.76,368.0,0.1483,2,3,1,0
51,39490.14,-5000.0,243.0,0.3856,0,1,1,0
23,83259.95,5355.9,332.0,0.2421,2,1,1,0
55,33052.46,2061.03,297.0,0.2354,1,4,1,0
53,54782.84,2325.46,392.0,0.7376,2,1,1,0
22,55347.71,5100.24,70.0,0.3004,2,5,1,1
61,29761.05,7155.11,475.0,0.4365,2,3,0,0
41,24804.44,5157.88,362.0,0.3067,0,2,0,0
62,,1635.86,95.0,0.2736,1,5,0,1
20,32694.58,,13.0,0.3298,2,1,1,0
28,8546.74,-1902.28,12.0,0.1183,2,5,1,0
46,28712.62,9786.08,335.0,0.1893,2,6,1,0
28,51655.57,-388.69,,0.4476,1,4,1,0
36,76648.59,-5000.0,87.0,0.6326,0,3,0,1
55,58859.78,12276.6,152.0,0.0495,1,2,1,0
26,8000.0,-4539.03,214.0,0.257,0,5,1,0
56,61032.59,3281.98,19.0,0.1879,0,4,1,1
23,31046.21,6929.3,269.0,0.0599,2,1,1,0
27,56327.0,3025.75,17.0,0.1746,1,5,1,0
51,44646.62,-5000.0,310.0,0.0302,1,6,1,0
63,40182.81,6123.9,29.0,0.4798,2,6,0,1
27,42444.11,13611.71,379.0,0.1289,2,7,1,0
35,44439.39,9292.26,121.0,0.1219,2,6,1,0
70,78610.12,-5000.0,247.0,0.2557,1,1,0,0
74,44508.5,20017.95,185.0,0.129,2,3,0,0
51,72138.4,-5000.0,422.0,0.2039,2,2,1,0
43,68497.65,-5000.0,381.0,0.2384,2,3,1,0
37,61676.14,9255.02,458.0,0.0735,0,4,0,0
52,8000.0,6622.73,343.0,0.3321,2,6,0,0
51,72915.82,3642.68,468.0,0.1446,0,2,1,0
34,33552.47,-1555.25,108.0,0.3348,1,3,0,0
19,62893.18,13646.85,153.0,0.1831,1,2,0,0
26,20686.68,2685.39,388.0,0.0708,0,7,1,0
72,15373.15,-5000.0,15.0,0.0454,1,6,1,1
41,94409.72,12858.4,85.0,0.2702,1,5,1,0
45,21075.42,4754.28,343.0,0.5415,1,6,0,0
44,73652.67,11920.05,191.0,0.1296,2,3,0,0
62,47960.51,7580.39,120.0,0.0927,2,7,0,0
21,34497.0,22132.98,145.0,0.3909,2,3,0,0
22,43879.28,520.24,368.0,0.5079,2,7,0,0
33,12472.64,3128.75,230.0,0.302,2,3,0,0
45,44656.14,8758.65,2.0,0.1039,2,3,0,0
56,17931.49,569.66,247.0,0.0956,0,1,0,0
45,35113.91,9421.1,373.0,0.5656,1,7,0,0
43,,-5000.0,79.0,0.5493,2,2,1,0
71,51354.77,2417.73,33.0,0.3769,1,4,0,0
27,8000.0,2176.06,301.0,0.0226,2,6,0,0
50,66287.2,1886.28,422.0,0.4361,2,4,0,0
48,44822.51,-4015.42,,0.3871,0,6,0,0
44,31445.37,10248.98,312.0,0.1076,1,3,1,0
64,63666.91,-1035.56,373.0,0.2239,2,6,1,0
33,40819.83,4602.2,77.0,0.3549,2,5,1,1
72,15858.47,2702.69,124.0,0.3467,2,3,0,0
36,91195.24,7002.91,243.0,0.2756,2,4,1,0
49,44567.81,14447.69,293.0,0.4159,2,7,0,0
47,42965.37,4560.83,242.0,0.035,1,3,1,0
66,34872.37,9731.18,88.0,0.6268,2,5,1,0
43,74499.14,,421.0,0.3033,1,4,0,0
34,31878.04,-1048.07,202.0,0.1616,2,6,1,0
19,8000.0,1867.54,255.0,0.3192,0,5,0,0
38,28033.06,731.66,257.0,0.4788,2,5,1,0
65,78169.37,7545.3,264.0,0.2309,1,4,0,0
18,65803.3,3853.22,139.0,0.3005,2,4,1,0
69,38624.61,-3354.12,153.0,0.0976,2,6,0,0
48,79331.38,1224.3,66.0,0.4713,2,3,0,0
25,63698.56,-5000.0,349.0,0.426,2,7,0,0
35,38335.27,1523.17,150.0,0.5155,1,2,1,1
49,40852.25,3010.45,24.0,0.4708,2,3,0,1
35,53232.94,17467.59,22.0,0.2116,0,1,1,1
24,24202.83,13787.62,464.0,0.5243,1,6,1,0
55,45112.63,-5000.0,205.0,0.3698,2,5,0,0
56,52712.83,4614.16,291.0,0.6328,2,7,1,0
24,8000.0,4754.48,256.0,0.2948,0,2,1,0
34,40266.99,1156.5,405.0,0.2221,1,6,1,0
31,37423.6,1666.49,426.0,0.5045,2,3,0,0
55,70701.7,168.4,374.0,0.4283,2,4,0,0
59,8000.0,17981.67,471.0,0.0677,2,3,1,0
59,35462.35,-329.47,104.0,0.3808,1,5,0,0
71,32956.13,5727.5,215.0,0.2407,2,5,1,0
61,69001.77,-5000.0,138.0,0.3712,2,3,1,0
36,43911.34,9588.55,399.0,0.4019,1,4,1,0
24,89902.37,12474.04,133.0,0.1081,2,3,1,0
53,61555.33,-5000.0,381.0,0.5696,1,6,0,0
70,34744.43,-1095.09,108.0,0.305,1,5,0,0
73,50991.47,6612.03,332.0,0.3022,2,7,0,0
31,36148.28,3155.69,7.0,0.1344,2,1,1,0
31,66484.9,6730.96,378.0,0.2543,2,5,0,0
20,11695.06,702.07,396.0,0.5412,1,2,1,0
26,24407.6,17906.12,270.0,0.2679,2,1,1,0
49,56392.25,-2357.92,258.0,0.6307,2,4,1,0
49,75643.91,24532.6,220.0,0.2429,2,5,0,0
39,8000.0,12935.39,283.0,0.0885,2,3,1,0
35,79361.78,9656.92,271.0,0.343,2,3,1,0
65,41496.62,-5000.0,236.0,0.3045,2,2,1,0
44,8000.0,10277.46,249.0,0.1075,2,3,0,0
64,8000.0,7831.51,59.0,0.0592,2,7,0,0
72,8000.0,-5000.0,223.0,0.0901,1,3,0,0
36,44507.38,-5000.0,209.0,0.2811,2,7,0,0
29,43352.55,5861.02,429.0,0.2388,2,7,1,0
72,60830.01,1933.6,140.0,0.3049,1,3,1,0
54,31262.82,-1131.83,464.0,0.1005,2,3,1,0
34,17298.99,11631.59,428.0,0.3478,2,5,0,0
53,34672.84,-4070.23,375.0,0.0564,2,2,0,0
47,45840.26,-641.93,336.0,0.1752,2,6,1,0
69,50769.32,-2176.24,152.0,0.3312,2,3,1,0
32,25270.88,7081.35,78.0,0.4079,1,2,1,0
74,67536.17,-5000.0,379.0,0.064,2,3,1,0
71,29465.08,-981.37,336.0,0.2415,1,2,1,0
28,23257.07,-5000.0,399.0,0.1679,2,4,1,0
27,,497.0,263.0,0.1501,2,5,0,0
48,71871.0,8784.39,431.0,0.1322,2,6,0,0
20,41680.09,8927.17,39.0,0.3457,1,3,0,0
35,27637.16,-2820.79,52.0,0.2272,2,7,1,0
42,,7266.58,33.0,0.2716,2,3,1,1
73,98568.71,1518.69,154.0,0.3327,1,7,0,0
74,50242.07,13888.68,70.0,0.395,0,6,1,1
26,75846.06,1960.3,19.0,0.2301,1,7,0,0
68,70901.95,-5000.0,389.0,0.295,1,7,1,0
23,29859.01,10157.45,74.0,0.332,1,6,1,0
60,45665.85,-672.79,398.0,0.3303,0,1,1,0
66,12936.38,806.4,308.0,0.356,1,4,1,0
68,39876.44,5687.39,291.0,0.2231,2,3,0,0
30,29345.24,-5000.0,56.0,0.2703,2,3,0,0
68,34927.85,3597.23,7.0,0.0188,1,6,0,1
24,26252.62,7275.98,67.0,0.1324,2,6,1,0
47,37822.58,5912.51,152.0,0.1209,0,6,1,1
44,58305.82,-1791.45,459.0,0.3411,2,5,0,0
36,42012.7,10935.46,192.0,0.2941,2,7,0,0
19,8000.0,-4979.97,111.0,0.497,0,7,0,1
62,26346.99,-2004.17,136.0,0.3281,0,4,1,0
37,8000.0,1911.99,160.0,0.2978,0,3,1,0
55,51101.51,5363.75,278.0,0.246,1,6,1,0
41,57582.93,403.65,386.0,0.2294,2,3,0,0
39,51413.71,,29.0,0.1273,2,2,1,0
68,25314.89,5362.29,371.0,0.0791,2,7,0,0
23,51171.35,3605.26,9.0,0.2659,1,2,1,0
59,33247.14,5081.09,154.0,0.4929,1,3,0,0
60,16544.36,8863.25,282.0,0.3649,2,1,1,0
39,63548.25,4926.2,50.0,0.3345,2,7,0,0
32,65450.69,-5000.0,126.0,0.572,2,7,0,0
18,68722.39,11716.07,306.0,0.2941,1,4,1,0
71,29791.28,3957.4,329.0,0.2068,1,5,0,0
72,,8478.82,39.0,0.4272,1,4,1,1
31,32660.44,-247.55,373.0,0.1948,2,3,0,0
19,61337.53,-5000.0,195.0,0.1246,1,7,0,0
24,32227.18,-5000.0,293.0,0.2468,1,6,0,0
21,39400.45,-4554.94,102.0,0.1409,1,2,1,0
65,8000.0,7138.35,475.0,0.3924,2,7,1,0
68,37452.17,13383.13,365.0,0.0719,2,1,0,0
26,,5415.77,308.0,0.385,0,5,0,0
60,34748.76,-5000.0,89.0,0.3947,2,1,1,0
28,88904.7,-3272.99,370.0,0.3334,2,1,0,0
38,15938.35,13886.26,181.0,0.4529,1,7,0,0
52,30910.47,-5000.0,307.0,0.3374,2,2,0,0
59,22378.18,19814.18,312.0,0.0984,1,1,1,0
67,30905.58,18008.3,386.0,0.4971,2,1,1,0
20,70785.33,20077.78,401.0,0.2233,0,2,0,0
29,81950.79,6045.61,187.0,0.5233,2,6,0,0
33,27480.18,267.8,38.0,0.3144,0,3,0,0
35,26924.81,,208.0,0.5829,2,7,1,0
74,16071.78,10268.68,192.0,0.3286,1,1,0,0
62,77657.13,-2206.21,160.0,0.215,2,4,1,0
36,73025.11,-5000.0,234.0,0.1164,2,2,1,0
73,42350.46,728.51,276.0,0.0943,2,5,1,0
46,10097.52,-3178.46,299.0,0.5516,1,1,1,0
46,12333.44,12927.09,179.0,0.3619,2,6,0,0
42,49265.74,-1931.44,295.0,0.2056,1,5,0,0
26,58733.45,3765.13,474.0,0.1667,0,1,0,0
71,8000.0,10864.32,312.0,0.6247,2,2,1,0
18,36967.25,,289.0,0.3484,1,3,1,0
27,85457.4,4668.47,137.0,0.418,2,6,1,0
31,39562.27,6074.37,161.0,0.0959,2,1,1,0
33,82240.95,-5000.0,24.0,0.1154,2,2,1,0
25,61226.15,11184.45,243.0,0.0532,1,4,0,0
19,17893.01,13108.19,35.0,0.46,0,6,0,1
56,37683.22,-5000.0,374.0,0.4744,1,1,1,0
73,41782.64,17103.57,459.0,0.3599,2,6,1,0
24,21187.21,-2605.28,386.0,0.1937,1,7,1,0
34,20753.3,7757.05,75.0,0.455,2,3,1,0
46,82669.21,3620.49,305.0,0.1275,0,4,0,0
70,20565.98,2516.99,206.0,0.2005,1,1,0,0
57,71960.9,1347.86,1.0,0.4296,1,7,1,0
61,34087.89,-4940.51,343.0,0.4419,2,1,1,0
51,44359.02,7190.62,416.0,0.1889,1,4,1,0
41,59046.11,711.64,221.0,0.0889,0,1,1,0
29,30036.03,-5000.0,436.0,0.3147,0,6,1,0
67,59197.61,-5000.0,26.0,0.2648,2,1,1,0
63,8000.0,-5000.0,418.0,0.2013,0,2,0,0
19,55992.68,-1196.72,326.0,0.1049,1,1,1,0
58,8000.0,6880.79,322.0,0.2087,2,2,0,0
22,39328.83,-2688.94,241.0,0.2232,0,6,1,0
60,66356.07,10803.53,13.0,0.2756,1,1,1,0
65,60557.38,2046.28,217.0,0.5171,2,3,0,0
25,12539.74,684.76,456.0,0.3342,2,7,0,0
42,15758.39,3134.12,221.0,0.0468,1,4,1,1
25,27783.2,14161.24,32.0,0.3707,1,1,1,0
50,49655.4,-5000.0,237.0,0.299,2,2,1,0
70,8000.0,16250.94,71.0,0.069,2,1,0,0
22,44669.41,10681.28,202.0,0.2756,1,7,1,0
40,52785.73,2826.75,301.0,0.1278,2,4,1,0
73,37924.07,12464.21,32.0,0.328,0,3,0,0
35,58133.02,420.22,221.0,0.3961,1,7,0,0
25,50593.1,5285.43,242.0,0.1115,2,1,1,0
45,31458.64,-1331.32,362.0,0.5266,2,5,1,1
46,8000.0,10731.8,32.0,0.2533,2,7,1,0
55,48335.33,-2658.04,303.0,0.2352,2,2,1,0
35,21173.12,2589.06,298.0,0.1012,1,7,1,0
72,30541.43,8433.11,2.0,0.165,1,3,0,1
47,56978.11,11385.52,57.0,0.1696,2,6,0,0
34,80433.33,-3569.24,308.0,0.0058,2,3,0,0
72,44048.5,9025.11,412.0,0.3615,1,5,1,0
70,58851.62,-4855.88,411.0,0.0742,0,7,0,0
46,8888.02,-5000.0,368.0,0.1329,2,6,1,0
19,51138.09,-2984.51,409.0,0.4836,1,3,1,0
52,43502.35,9677.28,291.0,0.4147,1,3,1,0
49,75730.69,2902.26,75.0,0.0271,0,2,1,0
26,31488.54,-1279.98,255.0,0.3986,2,2,0,0
54,38959.06,3443.83,166.0,0.0967,2,2,0,0
65,71470.36,3179.2,122.0,0.3538,2,6,1,0
24,42699.16,7975.19,57.0,0.1458,1,6,1,0
59,17278.97,-5000.0,9.0,0.1727,2,2,1,0
25,108790.83,2181.18,360.0,0.1894,1,4,1,0
60,18035.18,3994.22,81.0,0.2593,1,4,0,0
41,43382.5,,301.0,0.1807,2,1,1,0
18,53667.2,-5000.0,145.0,0.3672,2,3,0,0
73,51690.44,82.33,232.0,0.2262,2,6,0,0
27,40256.41,3068.19,190.0,0.4695,2,4,0,0
51,40380.99,3096.37,143.0,0.4213,2,7,0,0
28,39126.7,-1450.79,230.0,0.039,2,4,1,0
71,17101.65,-1778.68,377.0,0.4218,0,7,1,0
60,98755.48,-161.41,241.0,0.0183,0,1,1,0
63,39500.23,5388.17,379.0,0.3263,1,3,1,0
42,59923.27,12956.97,437.0,0.5538,0,2,1,0
44,36633.68,-5000.0,235.0,0.9068,1,3,1,0
54,36130.91,7984.02,385.0,0.2015,1,6,1,0
62,33613.91,2110.79,59.0,0.1813,2,4,1,0
66,8000.0,,271.0,0.5331,2,4,1,0
19,40984.47,12484.35,223.0,0.0543,0,2,1,0
55,34824.81,-3041.01,2.0,0.273,0,4,1,0
24,74288.11,10554.44,430.0,0.4128,2,5,1,0
